
📺｜4K频道,#genre#
CCTV-9 纪录高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv9HD/__op/default/__f//index.m3u8

CCTV-10 科教高清,https://live.v1.mk/api/bestv.php?id=cctv10hd高清/8000000
CCTV-10 科教高清,https://live.v1.mk/aishang/cctv10hd
CCTV-10 科教高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv10HD/__op/default/__f//index.m3u8

CCTV-11 戏曲高清,https://live.v1.mk/api/bestv.php?id=cctv11hd高清/8000000
CCTV-11 戏曲高清,https://live.v1.mk/aishang/cctv11hd
CCTV-11 戏曲高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv11HD/__op/default/__f//index.m3u8

CCTV-12 社会高清,https://live.v1.mk/api/bestv.php?id=cctv12hd高清/8000000
CCTV-12 社会高清,https://live.v1.mk/aishang/cctv12hd
CCTV-12 社会高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv12HD/__op/default/__f//index.m3u8

CCTV-13 新闻高清,https://live.v1.mk/api/bestv.php?id=cctv13xwhd高清/8000000
CCTV-13 新闻高清,https://live.v1.mk/aishang/cctv13hd
CCTV-13 新闻高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f//index.m3u8

CCTV-14 少儿高清,https://live.v1.mk/api/bestv.php?id=cctvsehd高清/8000000
CCTV-14 少儿高清,https://live.v1.mk/aishang/cctv14hd
CCTV-14 少儿高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctvseHD/__op/default/__f//index.m3u8

CCTV-15 音乐高清,https://live.v1.mk/api/bestv.php?id=cctv15hd高清/8000000
CCTV-15 音乐高清,https://live.v1.mk/aishang/cctv15hd
CCTV-15 音乐高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv15HD/__op/default/__f//index.m3u8

CCTV-16 奥林高清,https://live.v1.mk/api/bestv.php?id=cctv16hd高清/8000000
CCTV-16 奥林高清,https://live.v1.mk/aishang/cctv16hd
CCTV-16 奥林高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv16HD/__op/default/__f//index.m3u8

CCTV-17 农业高清,https://live.v1.mk/api/bestv.php?id=cctv17hd高清/8000000
CCTV-17 农业高清,https://live.v1.mk/aishang/cctv17hd
CCTV-17 农业高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cctv17HD/__op/default/__f//index.m3u8

📺｜卫视频道,#genre#

辽宁卫视高清,https://live.v1.mk/api/bestv.php?id=lnwshd高清/8000000
辽宁卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/liaoningHD/__op/default/__f//index.m3u8

吉林卫视高清,https://live.v1.mk/api/bestv.php?id=jlwshd高清/8000000
吉林卫视高清,https://live.v1.mk/aishang/jlws
吉林卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jilinHD/__op/default/__f//index.m3u8

黑龙江卫视高清,https://live.v1.mk/api/bestv.php?id=hljwshd高清/8000000
黑龙江卫视高清,https://live.v1.mk/aishang/hljwshd
黑龙江卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/heilongjiangHD/__op/default/__f//index.m3u8

北京卫视高清,https://live.v1.mk/api/bestv.php?id=bjwshd高清/8000000
北京卫视高清,https://live.v1.mk/aishang/bjwshd
北京卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/beijingHD/__op/default/__f//index.m3u8

天津卫视高清,https://live.v1.mk/api/bestv.php?id=tjwshd高清/8000000
天津卫视高清,https://live.v1.mk/aishang/tjwshd
天津卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/tianjinHD/__op/default/__f//index.m3u8

山东卫视高清,https://live.v1.mk/api/bestv.php?id=sdws高清/8000000
山东卫视高清,https://live.v1.mk/aishang/sdwshd

河南卫视高清,https://live.v1.mk/api/bestv.php?id=hnwshd高清/8000000
河南卫视高清,https://live.v1.mk/aishang/hnws
河南卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/henanHD/__op/default/__f//index.m3u8

河北卫视高清,https://live.v1.mk/api/bestv.php?id=hbwshd高清/8000000
河北卫视高清,https://live.v1.mk/aishang/hbwshd
河北卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hebeiSD/__op/default/__f//index.m3u8

甘肃卫视高清,https://live.v1.mk/api/bestv.php?id=gswshd高清/8000000
甘肃卫视高清,https://live.v1.mk/aishang/gsws

山西卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shanxiSD/__op/default/__f//index.m3u8

陕西卫视高清,https://live.v1.mk/aishang/sxws

青海卫视高清,https://live.v1.mk/aishang/qhws

东方卫视高清,https://live.v1.mk/api/bestv.php?id=dfwshd高清/8000000
东方卫视高清,https://live.v1.mk/aishang/dfwshd
东方卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shanghaiHD/__op/default/__f//index.m3u8

江苏卫视高清,https://live.v1.mk/api/bestv.php?id=jswshd高清/8000000
江苏卫视高清,https://live.v1.mk/aishang/jswshd
江苏卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiangsuHD/__op/default/__f//index.m3u8

浙江卫视高清,https://live.v1.mk/api/bestv.php?id=zjwshd高清/8000000
浙江卫视高清,https://live.v1.mk/aishang/zjwshd
浙江卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/zhejiangHD/__op/default/__f//index.m3u8

安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd高清/8000000
安徽卫视,https://live.v1.mk/aishang/ahwshd
安徽卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/anhuiSD/__op/default/__f//index.m3u8

重庆卫视高清,https://live.v1.mk/api/bestv.php?id=cqws高清/8000000
重庆卫视高清,https://live.v1.mk/aishang/cqws
重庆卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/chongqingHD/__op/default/__f//index.m3u8

江西卫视高清,https://live.v1.mk/api/bestv.php?id=jxws高清/8000000
江西卫视高清,https://live.v1.mk/aishang/jxws
江西卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/jiangxiHD/__op/default/__f//index.m3u8

湖南卫视高清,https://live.v1.mk/api/bestv.php?id=hunanwshd高清/8000000
湖南卫视高清,https://live.v1.mk/aishang/hunwshd
湖南卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hunanHD/__op/default/__f//index.m3u8

湖北卫视高清,https://live.v1.mk/api/bestv.php?id=hubeiws高清/8000000
湖北卫视高清,https://live.v1.mk/aishang/hubwshd
湖北卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hubeiSD/__op/default/__f//index.m3u8

东南卫视高清,https://live.v1.mk/api/bestv.php?id=dnwshd高清/8000000
东南卫视高清,https://live.v1.mk/aishang/dnwshd
东南卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dongnanHD/__op/default/__f//index.m3u8

四川卫视高清,https://live.v1.mk/api/bestv.php?id=scwshd/8000000
四川卫视高清,https://live.v1.mk/aishang/scws
四川卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sichuanHD/__op/default/__f//index.m3u8

云南卫视高清,https://live.v1.mk/api/bestv.php?id=ynwshd高清/8000000
云南卫视高清,https://live.v1.mk/aishang/ynws
云南卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/yunnanSD/__op/default/__f//index.m3u8

贵州卫视高清,https://live.v1.mk/api/bestv.php?id=gzwshd高清/8000000
贵州卫视高清,https://live.v1.mk/aishang/gzwshd
贵州卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/guizhouHD/__op/default/__f//index.m3u8

广西卫视高清,https://live.v1.mk/api/bestv.php?id=gxwshd高清/8000000
广西卫视高清,https://live.v1.mk/aishang/gxws
广西卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/guangxiHD/__op/default/__f//index.m3u8

广东卫视高清,https://live.v1.mk/api/bestv.php?id=gdwshd高清/8000000
广东卫视高清,https://live.v1.mk/aishang/gdwshd
广东卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/guangdongHD/__op/default/__f//index.m3u8

深圳卫视高清,https://live.v1.mk/api/bestv.php?id=szwshd高清/8000000
深圳卫视高清,https://live.v1.mk/aishang/szwshd
深圳卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shenzhenHD/__op/default/__f//index.m3u8

海南卫视高清,https://live.v1.mk/api/bestv.php?id=hainanwshd高清/8000000
海南卫视高清,http://bytedance.live.cqccn.com/__cl/cg:live/__c/hainanSD/__op/default/__f//index.m3u8

厦门卫视,https://live.v1.mk/aishang/xmws

西藏卫视,https://live.v1.mk/aishang/xzws

新疆卫视,https://live.v1.mk/aishang/xjws

内蒙古卫视,https://live.v1.mk/aishang/nmws

宁夏卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/ningxia/__op/default/__f//index.m3u8

三沙卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sanshaSD/__op/default/__f//index.m3u8

教育卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sdjiaoyuSD/__op/default/__f//index.m3u8

兵团卫视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/bingtuanSD/__op/default/__f//index.m3u8

📺｜教育频道,#genre#
中国教育1,https://live.v1.mk/api/bestv.php?id=zgjy1t高清/8000000
中国教育4,https://live.v1.mk/api/bestv.php?id=zgjy4hd高清/8000000
中国教育1,https://live.v1.mk/aishang/cetv1hd
中国教育2,https://live.v1.mk/aishang/cetv2
中国教育4,https://live.v1.mk/aishang/cetv4
百变课堂,https://live.v1.mk/api/bestv.php?id=bbkt高清/8000000

📺｜少儿频道,#genre#
宝宝动画,https://live.v1.mk/api/bestv.php?id=bbdh高清/8000000
卡酷少儿,https://live.v1.mk/api/bestv.php?id=kkse高清/8000000
炫动卡通,https://live.v1.mk/api/bestv.php?id=hhxd高清/8000000
金鹰卡通,https://live.v1.mk/aishang/jykt
卡酷少儿,https://live.v1.mk/aishang/kkse
嘉佳卡通,https://live.v1.mk/aishang/jjkt
新动漫,https://live.v1.mk/aishang/xdm
重庆少儿,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqseHD/__op/default/__f//index.m3u8

📺｜体育频道,#genre#
五星体育,https://live.v1.mk/api/bestv.php?id=wxtyhd高清/8000000
超级体育,https://live.v1.mk/api/bestv.php?id=qcsj高清/8000000
新视觉,https://live.v1.mk/api/bestv.php?id=xsjhd高清/8000000
足球高清,https://live.v1.mk/api/bestv.php?id=zqpd高清/8000000
魅力足球,https://live.v1.mk/api/bestv.php?id=mlyyhd高清/8000000
魅力足球http://bytedance.live.cqccn.com/__cl/cg:live/__c/mlzqHD/__op/default/__f//index.m3u8

📺｜游戏频道,#genre#
游戏风云,https://live.v1.mk/api/bestv.php?id=yxfy高清/8000000
游戏风云,http://bytedance.live.cqccn.com/__cl/cg:live/__c/yxfyHD/__op/default/__f//index.m3u8
电竞天堂,https://live.v1.mk/api/bestv.php?id=djtt高清/8000000

📺｜电影频道,#genre#
华语影院,https://live.v1.mk/api/bestv.php?id=hyyy高清/8000000
星光影院,https://live.v1.mk/api/bestv.php?id=xgyy高清/8000000
全球大片,https://live.v1.mk/api/bestv.php?id=qqdp高清/8000000
CHC动作电影,https://live.v1.mk/aishang/chcdzdy
CHC高清电影,https://live.v1.mk/aishang/chcgqdy
CHC家庭影院,https://live.v1.mk/aishang/chcjtyy

📺｜电视剧频道,#genre#
CCTV风云剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shandongHD/__op/default/__f//index.m3u8
CCTV风云剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f//index.m3u8
欢笑剧场,https://live.v1.mk/api/bestv.php?id=hxjc高清/8000000
东方影视,https://live.v1.mk/api/bestv.php?id=dfyshd高清/8000000
谍战剧场,https://live.v1.mk/api/bestv.php?id=dzjc高清/8000000
热门剧场,https://live.v1.mk/api/bestv.php?id=rmjc高清/8000000
都市剧场,https://live.v1.mk/api/bestv.php?id=dsjc高清/8000000
都市剧场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dsjcHD/__op/default/__f//index.m3u8

📺｜综艺频道,#genre#
热门综艺,https://live.v1.mk/api/bestv.php?id=rmzy高清/8000000

📺｜动漫频道,#genre#
青春动漫,https://live.v1.mk/api/bestv.php?id=qcdm高清/8000000
动漫秀场,https://live.v1.mk/api/bestv.php?id=dmxc高清/8000000
动漫秀场,http://bytedance.live.cqccn.com/__cl/cg:live/__c/dmxcHD/__op/default/__f//index.m3u8

📺｜综合频道,#genre#
快乐垂钓,https://live.v1.mk/api/bestv.php?id=klcd高清/8000000
金鹰纪实,https://live.v1.mk/api/bestv.php?id=jyjs高清/8000000
金鹰纪实,https://live.v1.mk/aishang/jyjs
生活时尚,https://live.v1.mk/api/bestv.php?id=shss高清/8000000
全纪实,https://live.v1.mk/api/bestv.php?id=qjshd高清/8000000
看天下精选,https://live.v1.mk/api/bestv.php?id=ktxjx高清/8000000
陶瓷高清,https://live.v1.mk/api/bestv.php?id=taocihd/8000000
纪实科教,https://live.v1.mk/api/bestv.php?id=dajs高清/8000000
茶频道,https://live.v1.mk/api/bestv.php?id=cpdhdavs高清/8000000
法治天地,https://live.v1.mk/api/bestv.php?id=fztd高清/8000000
书画频道,http://bytedance.live.cqccn.com/__cl/cg:live/__c/shuhua/__op/default/__f//index.m3u8
摄影频道,http://bytedance.live.cqccn.com/__cl/cg:live/__c/sheying/__op/default/__f//index.m3u8
车迷频道,http://bytedance.live.cqccn.com/__cl/cg:live/__c/doxtv/__op/default/__f//index.m3u8
求索纪录,http://bytedance.live.cqccn.com/__cl/cg:live/__c/qsjlHD/__op/default/__f//index.m3u8

📺｜音乐频道,#genre#
CCTV风云音乐,http://bytedance.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f//index.m3u8

📺｜戏曲频道,#genre#
戏曲精选,https://live.v1.mk/api/bestv.php?id=xqjx高清/8000000
七彩戏剧,https://live.v1.mk/api/bestv.php?id=qcxjhd高清/8000000

📺｜养生频道,#genre#
健康养生,https://live.v1.mk/api/bestv.php?id=jkys高清/8000000

📺｜上海综合,#genre#
上海第一财经,https://live.v1.mk/api/bestv.php?id=dycjhd高清/8000000
上视新闻,https://live.v1.mk/api/bestv.php?id=xwzhhd高清/8000000
上海都市,https://live.v1.mk/api/bestv.php?id=dshd高清/8000000
上海纪实,https://live.v1.mk/api/bestv.php?id=jspdhd/4000000
上视外语,https://live.v1.mk/api/bestv.php?id=icshd高清/8000000
上海教育,https://live.v1.mk/api/bestv.php?id=setvhd/8000000
东方财经,https://live.v1.mk/api/bestv.php?id=dfcjhd高清/8000000

📺｜山东综合,#genre#
山东教育卫视,https://live.v1.mk/aishang/sdjy

📺｜重庆综合,#genre#
重庆新闻,http://bytedance.live.cqccn.com/__cl/cg:live/__c/CQTVNewsHD/__op/default/__f//index.m3u8
重庆科教,http://bytedance.live.cqccn.com/__cl/cg:live/__c/CQTVkejiaoHD/__op/default/__f//index.m3u8
重庆影视,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqyingshiHD/__op/default/__f//index.m3u8
重庆文体,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqwtylHD/__op/default/__f//index.m3u8
重庆时尚,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqssgwHD/__op/default/__f//index.m3u8
重庆新农村,http://bytedance.live.cqccn.com/__cl/cg:live/__c/cqggncHD/__op/default/__f//index.m3u8

📺｜国际频道,#genre#
CGTN,https://live.v1.mk/aishang/cgtnhd





CCTV1,https://live.v1.mk/api/bestv.php?id=cctv1hd高清/8000000#http://139.9.188.172:5678/sxg.php?id=CCTV-1H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV1HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240127_1/playlist.m3u8?CONTENTID=00000110240127_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225642/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225618/index.m3u8#http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227634/index.m3u8
CCTV2,https://live.v1.mk/api/bestv.php?id=cctv2hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-2H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV2HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240244_1/playlist.m3u8?CONTENTID=00000110240244_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225619/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225643/index.m3u8#http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8
CCTV3,https://live.v1.mk/api/bestv.php?id=cctv3高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-3H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV3HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240245_1/playlist.m3u8?CONTENTID=00000110240245_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225647/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225634/index.m3u8#http://223.110.242.162:6610/jsyd/live1/G_CCTV-3-MD/G_CCTV-3-MD/
CCTV4,https://live.v1.mk/api/bestv.php?id=cctv4hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-4H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV4HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225621/index.m3u8#http://223.110.242.198:6610/jsyd/live1/G_CCTV-4-MD/G_CCTV-4-MD/
CCTV5,https://live.v1.mk/api/bestv.php?id=cctv5高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-5H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV5HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240246_1/playlist.m3u8?CONTENTID=00000110240246_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225633/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225648/index.m3u8#http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227166/index.m3u8
CCTV5+,https://live.v1.mk/api/bestv.php?id=cctv5phd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-5plusH265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV5plusHD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240128_1/playlist.m3u8?CONTENTID=00000110240128_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225706/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221227714/index.m3u8#http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227631/index.m3u8
CCTV6,https://live.v1.mk/api/bestv.php?id=cctv6hd高清/8000000/mnf.m3u8#http://139.9.188.172:5678/sxg.php?id=CCTV-6H265_4000#https://live.v1.mk/api/ghyx.php?id=CCTV6HD_6000#http://113.62.253.22/live.aishang.ctlcdn.com/00000110240247_1/playlist.m3u8?CONTENTID=00000110240247_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR#http://39.134.115.163:8080/TVOD/88888910/224/3221225649/index.m3u8#http://39.134.115.163:8080/TVOD/88888910/224/3221225632/index.m3u8#http://223.110.242.156:6610/gitv/live1/G_CCTV-6-CQ/G_CCTV-6-CQ/
